GNL_CD,GEN_SHORT,GEN_LONG
543400CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 15mg(0.125mg/ug) + salmeterol xinafoate (as salmeterol 3mg(25ug/ug))
543500CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 30mg(0.5mg/ug) + salmeterol xinafoate (as salmeterol 3mg(50ug/ug))
543600CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 30mg(0.25mg/ug) + salmeterol xinafoate (as salmeterol 3mg(25ug/ug))
544400CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 7mg(0.25mg/ug) + salmeterol xinafoate (as salmeterol 1.4mg(50ug/ug))
334500CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 6mg + salmeterol xinafoate(as salmeterol) 3mg
334600CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 15mg + salmeterol xinafoate(as salmeterol) 3mg
334700CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 30mg + salmeterol xinafoate(as salmeterol) 3mg
506400CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 2.8mg + salmeterol xinafoate(as salmeterol) 1.4mg
506500CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 7mg + salmeterol xinafoate(as salmeterol) 1.4mg
506600CSI,fluticasone propionate + salmeterol xinafoate,fluticasone propionate 14mg + salmeterol xinafoate(as salmeterol) 1.4mg
162331COM,flutrimazol,flutrimazol 0.2g(10mg/g)
162334CLQ,flutrimazol,flutrimazol 0.3g(10mg/mL)
162337COM,flutrimazol,flutrimazol 5g(10mg/g)
162301CLQ,flutrimazol,flutrimazol 10mg
162301COM,flutrimazol,flutrimazol 10mg
162401ATB,fluvastatin,fluvastatin 20mg
162501ATB,fluvoxamine maleate,fluvoxamine maleate 50mg
162502ATB,fluvoxamine maleate,fluvoxamine maleate 0.1g
162602ATB,folic acid,folic acid 5mg
572531BIJ,follitropin,follitropin 75I.U(300I.U/mL)
572532BIJ,follitropin,follitropin 150I.U(300I.U/mL)
572533BIJ,follitropin,follitropin 225I.U(300I.U/mL)
572534BIJ,follitropin,follitropin 300I.U(300I.U/mL)
572535BIJ,follitropin,follitropin 75I.U(500I.U/mL)
572536BIJ,follitropin,follitropin 150I.U(500I.U/mL)
572537BIJ,follitropin,follitropin 225I.U(500I.U/mL)
572538BIJ,follitropin,follitropin 300I.U(500I.U/mL)
554600BIJ,follitropin alpha + lutropin alpha,follitropin alpha 150I.U + lutropin alpha 75I.U
162702BIJ,follitropin-ug,follitropin-ug 75I.U
162730BIJ,follitropin-ug,follitropin-ug 300I.U(600I.U/mL)
162731BIJ,follitropin-ug,follitropin-ug 450I.U(600I.U/mL)
162732BIJ,follitropin-ug,follitropin-ug 900I.U(600I.U/mL)
162803BIJ,follitropin-ug,follitropin-ug 700I.U(833.3I.U/mL)
162804BIJ,follitropin-ug,follitropin-ug 400I.U(833.3I.U/mL)
162805BIJ,follitropin-ug,follitropin-ug 1.025KI.U(833.3I.U/mL)
162830BIJ,follitropin-ug,follitropin-ug 100I.U(200I.U/mL)
162706BIJ,follitropin-ug,follitropin-ug 900I.U
162707BIJ,follitropin-ug,follitropin-ug 300I.U
162708BIJ,follitropin-ug,follitropin-ug 450I.U
162802BIJ,follitropin-ug,follitropin-ug 100I.U
450130BIJ,fondaparinux sodium,fondaparinux sodium 2.5mg(5mg/mL)
450101BIJ,fondaparinux sodium,fondaparinux sodium 2.5mg
163104ASY,formoterol fumarate,formoterol fumarate 40ug
163101ATB,formoterol fumarate hydrate,formoterol fumarate hydrate 20ug
163104ATB,formoterol fumarate hydrate,formoterol fumarate hydrate 40ug
163130ASY,formoterol fumarate hydrate,formoterol fumarate hydrate 4mg(40ug/g)
163131ASY,formoterol fumarate hydrate,formoterol fumarate hydrate 12mg(40ug/g)
616001BIJ,fosaprepitant dimeglumine,fosaprepitant dimeglumine (as fosaprepitant 0.15g)
163430AGN,fosfomycin trometamol,fosfomycin trometamol 3g(0.375g/g)
163401AGN,fosfomycin trometamol,fosfomycin trometamol 375mg
163501ATB,fosinopril sodium,fosinopril sodium 10mg
163502ATB,fosinopril sodium,fosinopril sodium 20mg
509330BIJ,fosphenytoin sodium,fosphenytoin sodium 0.15g(75mg/mL)
509331BIJ,fosphenytoin sodium,fosphenytoin sodium 0.75g(75mg/mL)
509301BIJ,fosphenytoin sodium,fosphenytoin sodium 150mg
509302BIJ,fosphenytoin sodium,fosphenytoin sodium 750mg
163601ATB,fraction flavonoid purifiee micronise,fraction flavonoid purifiee micronise 0.5g
483501BIJ,"free-dried rabies vaccine produced on VERO cell line, inactivated and purified	free-dried rabies vaccine produced on VERO cell line, inactivated and purified(or whole-virus rabies antigen) 2.5I.Uugug(5I.U/mLugug)""",
509501ATB,frovatriptan succinate monohydrate,frovatriptan succinate monohydrate (as frovatriptan 2.5mg)
163701BIJ,fructose,fructose(5%) 25g(50mg/mL)
328200BIJ,fructose + glycerin + sodium chloride,fructose 10g(50mg/mL) + glycerin 20g(0.1g/mL) + sodium chloride 1.8g(9mg/mL)
163801ATB,furosemide,furosemide 40mg
163802BIJ,furosemide,furosemide 20mg
164101ASY,fusidic acid,fusidic acid 50mg
164201ATB,gabapentin,gabapentin 0.1g
164202ATB,gabapentin,gabapentin 0.3g
164203ATB,gabapentin,gabapentin 0.4g
164204ATB,gabapentin,gabapentin 0.6g
164205ATB,gabapentin,gabapentin 0.8g
471632BIJ,gadobutrol,gadobutrol 9.0708g(0.60472g/mL)
471633BIJ,gadobutrol,gadobutrol 5.74484g(0.60472g/mL)
471634BIJ,gadobutrol,gadobutrol 4.23304g(0.60472g/mL)
471601BIJ,gadobutrol,gadobutrol 4535.4mg
471602BIJ,gadobutrol,gadobutrol 9070.8mg
471603BIJ,gadobutrol,gadobutrol 6047.2mg
466901BIJ,gadopentetate dimeglumine,gadopentetate dimeglumine 4.6901g(0.46901g/mL)
466902BIJ,gadopentetate dimeglumine,gadopentetate dimeglumine 7.03515g(0.46901g/mL)
466903BIJ,gadopentetate dimeglumine,gadopentetate dimeglumine 9.3802g(0.46901g/mL)
466904BIJ,gadopentetate dimeglumine,gadopentetate dimeglumine 2345.05mg/5ml
615131BIJ,gadoteridol,gadoteridol 2.793g(0.2793g/mL)
615132BIJ,gadoteridol,gadoteridol 4.1895g(0.2793g/mL)
615133BIJ,gadoteridol,gadoteridol 4.7481g(0.2793g/mL)
615134BIJ,gadoteridol,gadoteridol 5.586g(0.2793g/mL)
615104BIJ,gadoteridol,gadoteridol 4748.1mg
615105BIJ,gadoteridol,gadoteridol 5586mg
482132BIJ,gadoversetamide,gadoversetamide 6.618g(0.3309g/mL)
482101BIJ,gadoversetamide,gadoversetamide 3309mg
482102BIJ,gadoversetamide,gadoversetamide 4963.5mg
482103BIJ,gadoversetamide,gadoversetamide 6618mg
487301BIJ,gadoxetic acid disodium,"gadoxetic acid disodium (as gadolinium oxide 0.45312g(45.312mg/mL)), EOB-DTPA 1.32717g(0.132717g/mL)"
164430AGN,galactosidase,galactosidase(ug) 0.125g(0.5g/g)
164431AGN,galactosidase,galactosidase(ug) 30g(0.5g/g)
164401AGN,galactosidase,galactosidase(ug) 500mg
385203ATR,galantamine hydrobromide,galantamine hydrobromide (as galantamine 24mg)
385204ATR,galantamine hydrobromide,galantamine hydrobromide (as galantamine 8mg)
385205ATR,galantamine hydrobromide,galantamine hydrobromide (as galantamine 16mg)
164530BIJ,gallamine triethiodide,gallamine triethiodide 10mg(5mg/mL)
164501BIJ,gallamine triethiodide,gallamine triethiodide 10mg
368301BIJ,gallium citrate,gallium citrate(Ga-67) 0.037GBq(1mCi)
498530BIJ,galsulfase,galsulfase(recombinant human N-acetylgalactosamine 4-sulfatase) 5mg(1mg/mL)
498501BIJ,galsulfase,galsulfase(recombinant human N-acetylgalactosamine 4-sulfatase) 5mg
164630COO,ganciclovir,ganciclovir 7.5mg(1.5mg/g)
164602BIJ,ganciclovir,ganciclovir 500mg
164603COO,ganciclovir,ganciclovir 1.5mg
434802COS,gatifloxacin,gatifloxacin 3mg
434830COS,gatifloxacin hydrate,gatifloxacin hydrate (as gatifloxacin 15mg(3mg/mL))
453001ATB,gefitinib,gefitinib 0.25g
372503CDS,gelatin sponge,gelatin sponge 22.6mg
372504CDS,gelatin sponge,gelatin sponge 0.6772g
372505CDS,gelatin sponge,gelatin sponge 0.8521g
372506CDS,gelatin sponge,gelatin sponge 0.2482g
164901BIJ,gemcitabine HCl,gemcitabine HCl 1g
164902BIJ,gemcitabine HCl,gemcitabine HCl 200mg
164930BIJ,gemcitabine hydrochloride,gemcitabine hydrochloride (as gemcitabine 1g(38mg/mL))
164931BIJ,gemcitabine hydrochloride,gemcitabine hydrochloride (as gemcitabine 0.2g(38mg/mL))
452400ATB,gemeracil + oteracil potassium + tegafur,gemeracil 5.8mg + oteracil potassium 19.6mg + tegafur 20mg
452500ATB,gemeracil + oteracil potassium + tegafur,gemeracil 7.25mg + oteracil potassium 24.5mg + tegafur 25mg
165001ATB,gemfibrozil,gemfibrozil 0.3g
442901ATB,gemifloxacin mesylate,gemifloxacin mesylate (as gemifloxacin 0.32g)
442902BIJ,gemifloxacin mesylate,gemifloxacin mesylate (as gemifloxacin 0.2g)
619101ATB,gemigliptin tartrate sesquihydrate,gemigliptin tartrate sesquihydrate (as gemigliptin 50mg)
523800ATR,gemigliptin tartrate sesquihydrate + metformin hydrochloride,gemigliptin tartrate sesquihydrate (as gemigliptin 25mg) + metformin hydrochloride 0.5g
632000ATR,gemigliptin tartrate sesquihydrate + metformin hydrochloride,gemigliptin tartrate sesquihydrate (as gemigliptin 50mg) + metformin hydrochloride 1g
645000ATR,gemigliptin tartrate sesquihydrate + metformin hydrochloride,gemigliptin tartrate sesquihydrate(as gemigliptin 50mg) + metformin hydrochloride 0.5g
654100ATR,gemigliptin tartrate sesquihydrate + metformin hydrochloride,gemigliptin tartrate sesquihydrate (as gemigliptin 25mg) + metformin hydrochloride 1g
664600ATB,gemigliptin tartrate sesquihydrate + rosuvastatin calcium,gemigliptin tartrate sesquihydrate (as gemigliptin 50mg) + rosuvastatin calcium (as rosuvastatin 5mg)
664700ATB,gemigliptin tartrate sesquihydrate + rosuvastatin calcium,gemigliptin tartrate sesquihydrate (as gemigliptin 50mg) + rosuvastatin calcium (as rosuvastatin 10mg)
664800ATB,gemigliptin tartrate sesquihydrate + rosuvastatin calcium,gemigliptin tartrate sesquihydrate (as gemigliptin 50mg) + rosuvastatin calcium (as rosuvastatin 20mg)
165132COM,gentamicin sulfate,gentamicin sulfate 10mg(1mg/g)
165136BIJ,gentamicin sulfate,gentamicin sulfate 80mg(40mg/mL)
165138COM,gentamicin sulfate,gentamicin sulfate 0.25g(1mg/g)
165101BIJ,gentamicin sulfate,gentamicin sulfate 20mg
165103BIJ,gentamicin sulfate,gentamicin sulfate 80mg
165104COS,gentamicin sulfate,gentamicin sulfate 3mg
430000CLQ,gentamicin sulfate + streptomycin sulfate,gentamicin sulfate 2mg(0.1mg/mL) + streptomycin sulfate 4mg(0.2mg/mL)
165302BIJ,ginkgo biloba ext.,ginkgo biloba ext. 17.5mg
165304ATB,ginkgo biloba ext.,ginkgo biloba ext. 7mg
498900ATB,ginkgo biloba ext. + ticlopidine hydrochloride,ginkgo biloba ext. 80mg + ticlopidine hydrochloride 0.25g
165301ATB,ginkgo biloba leaf ext.,ginkgo biloba leaf ext. 0.12g
165303ATB,ginkgo biloba leaf ext.,ginkgo biloba leaf ext. 40mg
165305ATB,ginkgo biloba leaf ext.,ginkgo biloba leaf ext. 80mg
429131BIJ,glatiramer acetate,glatiramer acetate 40mg(40mg/mL)
165402ATB,glibenclamide,glibenclamide 5mg
421100ATB,glibenclamide + metformin HCl,glibenclamide 2.5mg + metformin HCl 400mg
471900ATB,glibenclamide + metformin HCl,glibenclamide 1.25mg + metformin HCl 250mg
443400ATB,glibenclamide + metformin hydrochloride,glibenclamide 2.5mg + metformin hydrochloride 0.5g
443500ATB,glibenclamide + metformin hydrochloride,glibenclamide 5mg + metformin hydrochloride 0.5g
165602ATB,gliclazide,gliclazide 80mg
165603ATR,gliclazide,gliclazide 30mg
165604ATR,gliclazide,gliclazide 60mg
497200ATB,gliclazide + metformin hydrochloride,gliclazide 80mg + metformin hydrochloride 0.5g
165701ATB,glimepiride,glimepiride 1mg
165702ATB,glimepiride,glimepiride 2mg
165703ATB,glimepiride,glimepiride 3mg
165704ATB,glimepiride,glimepiride 4mg
474200ATB,glimepiride + metformin hydrochloride,glimepiride 1mg + metformin hydrochloride 0.25g
474300ATB,glimepiride + metformin hydrochloride,glimepiride 2mg + metformin hydrochloride 0.5g
474300ATR,glimepiride + metformin hydrochloride,glimepiride 2mg + metformin hydrochloride 0.5g
498600ATB,glimepiride + metformin hydrochloride,glimepiride 1mg + metformin hydrochloride 0.5g
525500ATB,glimepiride + pioglitazone hydrochloride,glimepiride 2mg + pioglitazone hydrochloride (as pioglitazone 30mg)
525600ATB,glimepiride + pioglitazone hydrochloride,glimepiride 4mg + pioglitazone hydrochloride (as pioglitazone 30mg)
165801ATB,glipizide,glipizide 5mg
166001BIJ,glucagon,glucagon 1mg
166430ALQ,glucose,glucose 50g(0.5g/mL)
166431ALQ,glucose,glucose 50.7g(0.338g/mL)
166432ALQ,glucose,glucose 75g(0.5g/mL)
166433ALQ,glucose,glucose 76.05g(0.338g/mL)
166434ALQ,glucose,glucose 100g(0.5g/mL)
166435ALQ,glucose,glucose 101.4g(0.338g/mL)
166404ALQ,glucose,glucose 0.5g
166406ALQ,glucose,glucose 0.338g
367800BIJ,glucose + sodium chloride,glucose 100g(0.1g/mL) + sodium chloride 4.5g(4.5mg/mL)
166502BIJ,glutathione,glutathione(l) 100mg
167003ATB,glycopyrrolate,glycopyrrolate 1mg
167030BIJ,glycopyrrolate,glycopyrrolate 0.2mg(0.2mg/mL)
167001BIJ,glycopyrrolate,glycopyrrolate 200ug
800100CSI,glycopyrronium bromide + indacaterol maleate,glycopyrronium bromide (as glycopyrronium 1.5mg(50ug/ugug)) + indacaterol maleate (as indacaterol 3.3mg(0.11mg/ugug))
621230BIJ,golimumab,golimumab 50mg(0.1g/mL)
621232BIJ,golimumab,golimumab 50mg(12.5mg/mL)
167101BIJ,gonadorelin,gonadorelin 100ug
167130BIJ,gonadorelin acetate,gonadorelin acetate (as gonadorelin 0.1mg(0.1mg/mL))
167201BIJ,goserelin acetate,goserelin acetate (as goserelin 10.8mg)
167202BIJ,goserelin acetate,goserelin acetate (as goserelin 3.6mg)
167331BIJ,granisetron,granisetron (as granisetron 3mg(1mg/mL))
505701CPL,granisetron,granisetron 34.3mg
167301BIJ,granisetron,granisetron (HCl) 1mg
167303BIJ,granisetron,granisetron (HCl) 3mg
167301ATD,granisetron hydrochloride,granisetron hydrochloride (as granisetron 1mg)
167330BIJ,granisetron hydrochloride,granisetron hydrochloride (as granisetron 1mg(1mg/mL))
167603ATB,guaifenesin,guaifenesin 200mg
167830COM,halcinonide,halcinonide 0.45g(1mg/g)
167904ATB,haloperidol,haloperidol 10mg
167905ATB,haloperidol,haloperidol 20mg
168030BIJ,haloperidol decanoate,haloperidol decanoate (as haloperidol 50mg(50mg/mL))
168001BIJ,haloperidol decanoate,haloperidol decanoate 50mg
168430BIJ,hemocoagulase,hemocoagulase 1nihu(1nihu/mL)
168431BIJ,hemocoagulase,hemocoagulase 2nihu(1nihu/mL)
168402BIJ,hemocoagulase,hemocoagulase 1nihu
168403BIJ,hemocoagulase,hemocoagulase 2nihu
168630BIJ,heparin sodium,heparin sodium 20KI.U(1KI.U/mL)
168631BIJ,heparin sodium,heparin sodium 25KI.U(5KI.U/mL)
168601BIJ,heparin sodium,heparin sodium 20000ugug
168602BIJ,heparin sodium,heparin sodium 25000ugug
169101COS,homartropin Hbr,homartropin Hbr 20mg
169130COS,homartropin hydrobromide,homartropin hydrobromide 0.1g(20mg/mL)
363501BIJ,human anti-hepatitis B immunoglobulin,human anti-hepatitis B immunoglobulin 2000ugug
363506BIJ,human anti-hepatitis B immunoglobulin,human anti-hepatitis B immunoglobulin(I.V.) 2000ugug
169601BIJ,human blood coagulation factor ug complex,human blood coagulation factor ug complex 250I.U
169502BIJ,human blood coagulation factor VIII,human blood coagulation factor VIII(monoclonal) 250I.U
472802BIJ,human blood coagulation factor VIII,human blood coagulation factor VIII(as Von-Willebrand factor 250I.U) 500I.U
169503BIJ,human blood coagulation factor VIII,human blood coagulation factor VIII(monoclonal) 500I.U
169504BIJ,human blood coagulation factor VIII,human blood coagulation factor VIII(monoclonal) 1I.U
169703BIJ,human blood coagulation factor VIII,human blood coagulation factor VIII 500I.U
169402BIJ,human chorionic gonadotrophin,human chorionic gonadotrophin 1KI.U
169404BIJ,human chorionic gonadotrophin,human chorionic gonadotrophin 5KI.U
622700CLQ,human clottable protein + human thrombin,human clottable protein 0.1~0.18g + human thrombin 1.6~2.4KI.U
650200CLQ,human clottable protein + human thrombin,human clottable protein 50~90mg + human thrombin 800~1200I.U
169801BIJ,human fibrinogen,human fibrinogen(dried) 1g
246202BIJ,human folicle stimulating hormone,human folicle stimulating hormone 75I.U
169931BIJ,human immunoglobulin G,human immunoglobulin G(ugugugugugugugugugug) 1g(50mg/mL)
169932BIJ,human immunoglobulin G,human immunoglobulin G(ugugugugugugugugugug) 2.5g(50mg/mL)
169933BIJ,human immunoglobulin G,human immunoglobulin G(ugugugugugugugugugug) 3g(50mg/mL)
169935BIJ,human immunoglobulin G,human immunoglobulin G 1g(0.1g/mL)
169936BIJ,human immunoglobulin G,human immunoglobulin G 2.5g(0.1g/mL)
169938BIJ,human immunoglobulin G,human immunoglobulin G 10g(0.1g/mL)
169939BIJ,human immunoglobulin G,human immunoglobulin G 20g(0.1g/mL)
169901BIJ,human immunoglobulin-G,human immunoglobulin-G(ugugugugugugugugugug) 1g
169902BIJ,human immunoglobulin-G,human immunoglobulin-G(ugugugugugugugugugug) 2.5g
169904BIJ,human immunoglobulin-G,human immunoglobulin-G(ugugugugugugugugugug) 500mg
170130BIJ,human insulin,human insulin 300I.U(100I.U/mL)
170131BIJ,human insulin,human insulin 1KI.U(100I.U/mL)
170430BIJ,human insulin,human insulin(N70/R30) 300I.U(100I.U/mL)
170101BIJ,human insulin,human insulin 1000I.U
227102BIJ,human serum albumin,human serum albumin 5g(50mg/mL)
369701BIJ,human serum albumin,human serum albumin 50mg
174130BIJ,human varicella zoster immunoglobulin,human varicella zoster immunoglobulin 125I.U(50I.U/mL)
170702BIJ,hydralazine HCl,hydralazine HCl 20mg
170701ATB,hydralazine hydrochloride,hydralazine hydrochloride 25mg
170730BIJ,hydralazine hydrochloride,hydralazine hydrochloride 20mg(20mg/mL)
170801ATB,hydrochlorothiazide,hydrochlorothiazide 25mg
385700ATB,hydrochlorothiazide + irbesartan,hydrochlorothiazide 12.5mg + irbesartan 0.15g
385800ATB,hydrochlorothiazide + irbesartan,hydrochlorothiazide 12.5mg + irbesartan 0.3g
262500ATB,hydrochlorothiazide + losartan potassium,hydrochlorothiazide 12.5mg + losartan potassium (as losartan 45.8mg)
378900ATB,hydrochlorothiazide + losartan potassium,hydrochlorothiazide 25mg + losartan potassium (as losartan 91.6mg)
486900ATB,hydrochlorothiazide + losartan potassium,hydrochlorothiazide 12.5mg + losartan potassium (as losartan 91.6mg)
262600ATB,hydrochlorothiazide + metoprolol tartrate,hydrochlorothiazide 12.5mg + metoprolol tartrate 0.1g
440800ATB,hydrochlorothiazide + moexipril HCl,hydrochlorothiazide 25mg + moexipril HCl 15mg
497900ATB,hydrochlorothiazide + moexipril HCl,hydrochlorothiazide 12.5mg + moexipril HCl 7.5mg
513600ATB,hydrochlorothiazide + olmesartan medoxomil,hydrochlorothiazide 12.5mg + olmesartan medoxomil 20mg
448600ATB,hydrochlorothiazide + ramipril,hydrochlorothiazide 12.5mg + ramipril 2.5mg
448700ATB,hydrochlorothiazide + ramipril,hydrochlorothiazide 25mg + ramipril 5mg
262700ATB,hydrochlorothiazide + spironolactone,hydrochlorothiazide 25mg + spironolactone 25mg
443200ATB,hydrochlorothiazide + telmisartan,hydrochlorothiazide 12.5mg + telmisartan 40mg
443300ATB,hydrochlorothiazide + telmisartan,hydrochlorothiazide 12.5mg + telmisartan 80mg
502600ATB,hydrochlorothiazide + telmisartan,hydrochlorothiazide 25mg + telmisartan 80mg
356400ATB,hydrochlorothiazide + valsartan,hydrochlorothiazide 12.5mg + valsartan 80mg
442600ATB,hydrochlorothiazide + valsartan,hydrochlorothiazide 12.5mg + valsartan 0.16g
170901ATB,hydrocortisone,hydrocortisone 10mg
170906ATB,hydrocortisone,hydrocortisone 5mg
170931COM,hydrocortisone,hydrocortisone 0.15g(10mg/g)
170932COM,hydrocortisone,hydrocortisone 0.2g(10mg/g)
170933CSY,hydrocortisone,hydrocortisone 0.2g(10mg/mL)
170934CSY,hydrocortisone,hydrocortisone 0.2g(25mg/mL)
170938CLT,hydrocortisone,hydrocortisone 0.5g(10mg/g(mL))
170939CLT,hydrocortisone,hydrocortisone 0.6g(10mg/g(mL))
170941CLT,hydrocortisone,hydrocortisone 0.75g(25mg/g(mL))
170943CLT,hydrocortisone,hydrocortisone 1.18g(10mg/g(mL))
170944CLT,hydrocortisone,hydrocortisone 1.25g(25mg/g(mL))
170945CLT,hydrocortisone,hydrocortisone 1.5g(25mg/g(mL))
170946CLT,hydrocortisone,hydrocortisone 2.5g(25mg/g(mL))
170947COM,hydrocortisone,hydrocortisone 4.5g(10mg/g)
170949CLT,hydrocortisone,hydrocortisone 3g(25mg/g(mL))
170950CLT,hydrocortisone,hydrocortisone 0.5g(25mg/g(mL))
170901CLT,hydrocortisone,hydrocortisone 10mg
170901COM,hydrocortisone,hydrocortisone 10mg
170901CSY,hydrocortisone,hydrocortisone 10mg
170902CLT,hydrocortisone,hydrocortisone 25mg
